project_district,project_type,budget_amount,estimated_cost,actual_cost
17,SCA CIP,7052683,6580977,885977
17,SCA CIP,611324,144114,143721
17,SCA IEH,IEH,95801,13522
17,DIIT - RESOA,155000,153834,153834
17,SCA CIP,20622,44334,43491
17,SCA CIP,75614,167326,165741
17,SCA CIP,800821,841094,632788
17,SCA CIP,334463,291684,259725
17,SCA CIP,96135,69486,64256
17,SCA CIP,384542,220249,167589
17,SCA CIP,7210152,7012667,588872
17,SCA CIP,448632,92248,92248
17,SCA CIP,3731,1781,1781
17,SCA CIP,13681,13681,7123
17,SCA CIP,144891,144891,0
17,SCA CIP,79939,79939,44
17,DIIT - Project Conne,DIIT,130360,0
17,DIIT - Project Conne,DIIT,130360,0
17,SCA CIP RESOA,0,0,0
17,SCA CIP RESOA,7320,7320,0
17,SCA CIP RESOA,107360,107360,0
17,SCA CIP RESOA,7320,7320,0
17,SCA CIP RESOA,0,0,0
17,SCA CIP RESOA,9000,9000,0
17,SCA CIP RESOA,132000,132000,0
17,SCA CIP RESOA,9000,9000,0
17,SCA CIP RESOA,0,0,0
17,SCA CIP RESOA,9000,9000,0
17,SCA CIP RESOA,132000,132000,0
17,SCA CIP RESOA,9000,9000,0
17,DIIT - RESOA,50000,49623,49623
17,DIIT - RESOA,100000,99249,99249
17,DIIT - RESOA,75000,74438,74438
17,DOE - Skilled Trades,DOES,170000,1404
17,SCA CIP RESOA,0,13864,13864
17,SCA CIP RESOA,15300,47547,45392
17,SCA CIP RESOA,224400,124968,37245
17,SCA CIP RESOA,96970,97834,8429
17,SCA CIP,314056,218214,206016
17,SCA CIP,1256220,714904,626018
17,SCA CIP,23554126,21296993,4006699
17,SCA CIP,1465590,298733,298527
17,SCA Emergency Respon,EMER,2145046,1949270
17,SCA Furniture & Equi,456000,456000,455475
17,DIIT - Project Conne,DIIT,78680,0
17,DIIT - RESOA,100000,99248,99248
17,DOE - Lead Paint,DOEL,439,439
17,DOE- RESOA,125000,101269,101269
17,DOE - Skilled Trades,DOES,67435,0
17,SCA CIP,16210,6646,6646
17,SCA CIP,59436,26774,26774
17,SCA CIP,629477,550476,50496
17,SCA CIP,378349,254646,27012
17,SCA CIP,21295,19186,19186
17,SCA CIP,85178,85178,7354
17,SCA CIP,1597093,1597093,1256
17,SCA CIP,99375,99375,2306
17,SCA CIP RESOA,0,14508,14508
17,SCA CIP RESOA,69933,90675,59597
17,SCA CIP RESOA,1025688,828762,794081
17,SCA CIP RESOA,106981,151305,142205
17,SCA CIP RESOA,0,0,0
17,SCA CIP RESOA,18900,18900,0
17,SCA CIP RESOA,277200,277200,0
17,SCA CIP RESOA,18900,18900,0
17,SCA CIP RESOA,0,32513,32513
17,SCA CIP RESOA,110005,232273,223257
17,SCA CIP RESOA,1613401,5160814,34140
17,SCA CIP RESOA,110005,351874,25522
29,SCA Emergency Lighti,2600,19488,19488
29,SCA Emergency Lighti,77000,74523,74523
29,SCA Emergency Lighti,12240,23416,23416
29,DIIT - Project Conne,DIIT,30744,0
29,DIIT - Project Conne,DIIT,22027,0
29,SCA CIP RESOA,0,0,0
29,SCA CIP RESOA,10500,10500,0
29,SCA CIP RESOA,154000,154000,0
29,SCA CIP RESOA,10500,10500,0
29,DIIT - RESOA,35000,34733,34733
29,DIIT - RESOA,100000,99250,99250
29,DOE- RESOA,100000,100000,0
29,SCA CIP,89028,120447,120447
29,SCA CIP,350228,281444,265203
29,SCA CIP,6038902,5455027,2934444
29,SCA CIP,491924,126590,80533
29,DIIT - RESOA,35000,34629,34629
29,DOE- RESOA,50000,83352,83352
29,SCA CIP,113076,162068,150527
29,SCA CIP,446720,418327,396187
29,SCA CIP,7874836,7668110,5270553
29,SCA CIP,600280,489190,439057
29,SCA CIP,9618,2564,2564
29,SCA CIP,35265,35265,10255
29,SCA CIP,373492,373492,0
29,SCA CIP,149431,149431,1621
29,SCA CIP RESOA,0,9656,757
29,SCA CIP RESOA,23100,13444,3027
29,SCA CIP RESOA,338800,338800,0
29,SCA CIP RESOA,23100,23100,737
29,SCA CIP RESOA,8109,8109,1573
29,SCA CIP RESOA,6291,6291,6291
29,SCA CIP RESOA,6625,6625,6625
29,SCA CIP RESOA,2181,2181,2181
29,DIIT - RESOA,100000,99244,99244
29,DIIT - RESOA,100000,99249,99249
29,SCA CIP,10256,2734,2734
29,SCA CIP,37604,37604,10937
29,SCA CIP,398258,398258,0
29,SCA CIP,148316,148316,1463
29,SCA Emergency Lighti,720,61,61
29,SCA Emergency Lighti,2600,17480,17480
29,SCA Emergency Lighti,77000,290859,287670
29,SCA Emergency Lighti,12240,28812,28812
29,SCA IEH,IEH,47089,2424
29,SCA IEH,IEH,203289,6184
29,Fast Track Projects,FTK,600603,184654
29,DIIT - RESOA,65000,64508,64508
29,DOE- RESOA,106736,106736,0
29,SCA CIP RESOA,0,0,0
29,SCA CIP RESOA,10200,10200,0
29,SCA CIP RESOA,149600,149600,0
29,SCA CIP RESOA,10200,10200,0
29,DIIT - RESOA,35000,34730,34730
30,SCA CIP RESOA,0,22252,22252
30,SCA CIP RESOA,49106,57503,50089
30,SCA CIP RESOA,720221,728759,468580
30,SCA CIP RESOA,49106,84808,61945
30,Trust For Public Lan,50000,50000,0
30,Trust For Public Lan,150000,150000,0
30,Trust For Public Lan,500000,500000,0
30,Trust For Public Lan,135000,135000,0
30,SCA CIP,7619,1889,1889
30,SCA CIP,27936,27936,7555
30,SCA CIP,295873,295873,0
30,SCA CIP,118190,118190,3117
30,DIIT - RESOA,35000,34738,34738
30,DIIT - RESOA,60000,59550,59550
30,DIIT - RESOA,60000,59549,59549
30,SCA Capacity,1837500,1445065,1435249
30,SCA Capacity,6890625,4728151,3725153
30,SCA Capacity,103359375,96048412,76648533
30,SCA Capacity,13421875,7906066,4815397
30,DIIT - RESOA,75000,74227,74227
30,DIIT - RESOA,35000,34738,34738
30,DIIT - RESOA,60000,59542,59542
30,DOE- RESOA,44017,44017,0
30,SCA CIP,54361,71936,70032
30,SCA CIP,199324,102129,95749
30,SCA CIP,2111025,2111025,152630
30,SCA CIP,489250,489250,46210
30,SCA CIP RESOA,0,3063,3063
30,SCA CIP RESOA,20100,17037,12253
30,SCA CIP RESOA,294800,294800,0
30,SCA CIP RESOA,20100,20100,2786
30,DIIT - RESOA,60000,59550,59550
30,DOE - Lead Paint,DOEL,1012,1012
30,DOE - Lead Paint,DOEL,500,0
30,DOE- RESOA,54321,54321,54321
30,DOE- RESOA,65000,65000,0
30,DOE - Skilled Trades,DOES,170000,1410
30,SCA CIP,5755,1776,1776
30,SCA CIP,21103,21103,7103
30,SCA CIP,223501,223501,0
30,SCA CIP,100618,100618,1052
30,DOE - Lead Paint,DOEL,500,0
30,SCA CIP,7261,2039,2039
30,SCA CIP,26625,26625,8156
30,SCA CIP,281980,281980,0
30,SCA CIP,114172,114172,1129
30,SCA CIP,49764,32808,32808
30,SCA CIP,182467,150391,141362
30,SCA CIP,1932486,2283904,1788616
30,SCA CIP,448122,281458,270412
30,SCA IEH,IEH,22188,4526
30,DIIT - RESOA,60000,59550,59550
30,SCA CIP RESOA,0,0,0
30,SCA CIP RESOA,9000,9000,0
30,SCA CIP RESOA,132000,132000,0
30,SCA CIP RESOA,9000,9000,0
30,Fast Track Projects,FTK,3846045,3331567
30,Fast Track Projects,FTK,1981592,1940665
30,DOE - Skilled Trades,DOES,183390,183390
30,DOE - Skilled Trades,DOES,170000,877
30,SCA CIP,90295,90295,0
30,SCA CIP,361177,361177,3
30,SCA CIP,6772077,6772077,0
30,SCA CIP,421374,421374,0
30,SCA CIP RESOA,0,36514,33798
30,SCA CIP RESOA,78143,64887,64842
30,SCA CIP RESOA,1146092,1086386,6966
30,SCA CIP RESOA,78143,93643,92444
17,SCA Furniture & Equi,65000,65000,64895
17,DIIT - Project Conne,DIIT,43407,0
17,DIIT - Project Conne,DIIT,43407,0
17,DIIT - RESOA,95000,94287,94287
17,DOE- RESOA,250000,250000,0
17,DOE - Skilled Trades,DOES,228017,0
17,DOE - Skilled Trades,DOES,170000,1490
17,SCA CIP,15257,2631,2631
17,SCA CIP,55943,55943,10527
17,SCA CIP,592484,592484,0
17,SCA CIP,203664,203664,2449
17,SCA CIP RESOA,0,0,0
17,SCA CIP RESOA,6000,6000,0
17,SCA CIP RESOA,88000,88000,0
17,SCA CIP RESOA,6000,6000,0
17,SCA Furniture & Equi,65000,65000,64895
17,SCA CIP,105960,125342,124918
17,SCA CIP,423840,335330,329531
17,SCA CIP,7947000,7494283,6694022
17,SCA CIP,494480,427903,426909
17,SCA CIP RESOA,0,0,0
17,SCA CIP RESOA,6000,6000,0
17,SCA CIP RESOA,88000,88000,0
17,SCA CIP RESOA,6000,6000,0
17,DIIT - RESOA,200000,198493,198493
17,SCA CIP,185892,181274,167441
17,SCA CIP,737335,343833,337805
17,SCA CIP,13265580,13265580,55872
17,SCA CIP,948530,948530,46438
17,SCA CIP RESOA,0,0,0
17,SCA CIP RESOA,23100,23100,0
17,SCA CIP RESOA,338800,338800,0
17,SCA CIP RESOA,23100,23100,0
17,SCA Lease Site Impro,54050,123865,123865
17,SCA Lease Site Impro,172960,302653,286160
17,SCA Lease Site Impro,2425764,2246694,1688544
17,SCA Lease Site Impro,341596,416393,358820
17,DOE - Skilled Trades,DOES,2281686,2281686
17,SCA Furniture & Equi,164750,164750,0
17,DOE- RESOA,100000,100000,0
18,SCA CIP,16893,21421,21421
18,SCA CIP,67572,67572,39179
18,SCA CIP,1266967,1266967,0
18,SCA CIP,78834,78834,1662
18,DIIT - RESOA,100000,99245,99245
18,SCA CIP,6086,1834,1834
18,SCA CIP,22316,22316,7338
18,SCA CIP,236349,236349,0
18,SCA CIP,106439,106439,1720
18,SCA IEH,IEH,7042,952
18,DIIT - Project Conne,DIIT,274650,0
18,DIIT - RESOA,125000,124061,124061
18,DOE - Skilled Trades,DOES,177231,177231
18,DOE - Skilled Trades,DOES,123970,123970
18,SCA CIP,43760,147144,147144
18,SCA CIP,153160,216067,196625
18,SCA CIP,2483380,2897877,1994509
18,SCA CIP,175040,555730,549278
18,SCA CIP,10110,1708,1708
18,SCA CIP,37070,37070,6831
18,SCA CIP,392603,392603,0
18,SCA CIP,139809,139809,615
18,SCA CIP RESOA,0,0,0
18,SCA CIP RESOA,7500,7500,0
18,SCA CIP RESOA,110000,110000,0
18,SCA CIP RESOA,7500,7500,0
18,DIIT - RESOA,125000,124060,124060
18,DOE - Skilled Trades,DOES,180255,178515
18,SCA CIP RESOA,0,0,0
18,SCA CIP RESOA,7500,7500,0
18,SCA CIP RESOA,110000,110000,0
18,SCA CIP RESOA,7500,7500,0
18,DIIT - RESOA,125000,124062,124062
18,DOE- RESOA,100000,107936,107936
18,DOE - Skilled Trades,DOES,170000,1175
18,SCA CIP RESOA,0,0,0
18,SCA CIP RESOA,9000,9000,0
18,SCA CIP RESOA,132000,132000,0
18,SCA CIP RESOA,9000,9000,0
18,SCA IEH,IEH,11474,2196
18,SCA CIP,73307,77134,77119
18,SCA CIP,273874,201098,158793
18,SCA CIP,3398018,3446710,2584883
18,SCA CIP,593712,510073,491934
18,SCA CIP RESOA,0,0,0
18,SCA CIP RESOA,9000,9000,0
18,SCA CIP RESOA,132000,132000,0
18,SCA CIP RESOA,9000,9000,0
18,SCA CIP RESOA,0,13950,5480
18,SCA CIP RESOA,13500,5269,5269
18,SCA CIP RESOA,198000,198000,0
18,SCA CIP RESOA,13500,13500,0
18,SCA Furniture & Equi,62000,62000,59895
18,DOE - Lead Paint,DOEL,384,384
18,SCA CIP,183615,183027,183024
18,SCA CIP,721730,705974,651379
18,SCA CIP,12389920,13289401,12024184
18,SCA CIP,1022360,1252867,1201611
18,SCA IEH,IEH,81695,7552
18,SCA IEH,IEH,24163,1050
18,DIIT - Project Conne,DIIT,307442,0
18,DIIT - RESOA,200000,198499,198499
18,DOE - Skilled Trades,DOES,43245,43245
18,DOE- RESOA,175635,175635,175635
18,DOE- RESOA,188841,188841,188841
18,SCA CIP,275820,121416,117628
18,SCA CIP,1103280,265576,265495
18,SCA CIP,20686501,18690393,87213
18,SCA CIP,1287160,158599,156359
18,SCA IEH,IEH,1208,708
18,DIIT - Project Conne,DIIT,376566,0
18,DOE - Lead Paint,DOEL,668,668
18,SCA CIP,117728,117728,0
18,SCA CIP,470913,470913,0
18,SCA CIP,8829631,8829631,0
18,SCA CIP,549400,549400,0
18,SCA CIP RESOA,0,0,0
18,SCA CIP RESOA,25800,25800,0
18,SCA CIP RESOA,378400,378400,0
18,SCA CIP RESOA,25800,25800,0
18,SCA IEH,IEH,42290,382
31,SCA CIP RESOA,30000,183605,56
31,SCA CIP RESOA,440000,3223512,5373
31,SCA CIP RESOA,30000,219785,4079
31,DOE- RESOA,200000,79192,79192
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,21000,21000,0
31,SCA CIP RESOA,308000,308000,0
31,SCA CIP RESOA,21000,21000,0
31,DIIT - RESOA,55000,54556,54556
31,DOE - Skilled Trades,DOES,49935,49935
31,SCA CIP RESOA,0,12399,12399
31,SCA CIP RESOA,24000,35758,11292
31,SCA CIP RESOA,352000,352000,4878
31,SCA CIP RESOA,24000,24000,7630
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,10800,10800,0
31,SCA CIP RESOA,158400,158400,0
31,SCA CIP RESOA,10800,10800,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,15000,15000,0
31,SCA CIP RESOA,220000,220000,0
31,SCA CIP RESOA,15000,15000,0
31,SCA CIP RESOA,0,11991,320
31,SCA CIP RESOA,32100,20109,1281
31,SCA CIP RESOA,470800,470800,0
31,SCA CIP RESOA,32100,32100,0
31,DIIT - RESOA,50000,49615,49615
31,DOE - Skilled Trades,DOES,450000,0
31,Trust For Public Lan,25000,25000,0
31,Trust For Public Lan,75000,75000,0
31,Trust For Public Lan,250000,250000,0
31,Trust For Public Lan,67500,67500,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,30000,30000,0
31,SCA CIP RESOA,440000,440000,0
31,SCA CIP RESOA,30000,30000,0
31,DIIT - RESOA,80000,79392,79392
31,DOE- RESOA,157500,79497,79497
31,SCA CIP,18788,446,446
31,SCA CIP,75151,58162,29139
31,SCA CIP,1409085,1409085,6772
31,SCA CIP,87676,87676,13115
31,DOE- RESOA,285258,187893,187893
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP RESOA,264000,264000,0
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,12000,12000,0
31,SCA CIP RESOA,176000,176000,0
31,SCA CIP RESOA,12000,12000,0
31,DOE - Lead Paint,DOEL,626,626
31,DOE - Skilled Trades,DOES,170000,2022
31,SCA CIP,18600,5244,5244
31,SCA CIP,68200,20979,20979
31,SCA CIP,722300,651861,2536
31,SCA CIP,167400,75114,8011
31,SCA CIP RESOA,0,51,51
31,SCA CIP RESOA,18000,17949,205
31,SCA CIP RESOA,264000,264000,0
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,30000,30000,0
31,SCA CIP RESOA,440000,440000,0
31,SCA CIP RESOA,30000,30000,0
31,SCA IEH,IEH,88367,2362
31,SCA Furniture & Equi,112000,112000,111895
31,DOE - Skilled Trades,DOES,170000,1033
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP RESOA,264000,264000,0
31,SCA CIP RESOA,18000,18000,0
31,DOE - Skilled Trades,DOES,130956,130956
31,SCA CIP,128744,75443,72871
31,SCA CIP,486615,504130,384443
31,SCA CIP,6578800,13018060,10407230
31,SCA CIP,969466,778648,648148
31,SCA IEH,IEH,21056,436
31,DOE - Lead Paint,DOEL,460,460
31,SCA CIP RESOA,0,6111,6111
31,SCA CIP RESOA,27389,24505,24505
31,SCA CIP RESOA,401704,290124,3878
31,SCA CIP RESOA,124292,126269,18476
31,SCA IEH,IEH,15491,732
31,SCA CIP RESOA,0,1386,1386
31,SCA CIP RESOA,21000,19614,5545
31,SCA CIP RESOA,308000,308000,0
31,SCA CIP RESOA,65494,44494,0
31,DOE - Skilled Trades,DOES,141269,109269
31,DOE - Skilled Trades,DOES,40008,40008
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP RESOA,264000,264000,0
31,SCA CIP RESOA,18000,18000,0
31,SCA IEH,IEH,4554,54
31,DOE - Skilled Trades,DOES,170000,1218
31,SCA CIP RESOA,0,347,347
31,SCA CIP RESOA,9000,27468,1387
31,SCA CIP RESOA,132000,407954,0
31,SCA CIP RESOA,9000,27815,0
31,DIIT - PBX Telephone,DIIX,156728,156728
31,SCA CIP RESOA,0,3906,3906
31,SCA CIP RESOA,88200,84294,15626
31,SCA CIP RESOA,1293600,1293600,6036
31,SCA CIP RESOA,88200,88200,16368
31,SCA CIP RESOA,0,13465,13465
31,SCA CIP RESOA,33810,37424,36328
31,SCA CIP RESOA,495884,455564,69605
31,SCA CIP RESOA,58251,82085,41364
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,29059,29059,0
31,SCA CIP RESOA,426204,426204,0
31,SCA CIP RESOA,29059,29059,0
31,SCA IEH,IEH,121233,3656
31,DIIT - RESOA,500000,496249,496249
31,SCA IEH,IEH,4278,778
31,DOE - Skilled Trades,DOES,170000,1068
31,DOE - Skilled Trades,DOES,87808,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,9000,9000,0
31,SCA CIP RESOA,132000,132000,0
31,SCA CIP RESOA,9000,9000,0
31,DOE - Lead Paint,DOEL,393,393
31,DOE- RESOA,75000,75000,60160
31,SCA IEH,IEH,99286,5634
31,SCA IEH,IEH,18012,2760
31,DIIT - RESOA,150000,148873,148873
31,SCA CIP,81466,88843,88113
31,SCA CIP,309454,315038,237214
31,SCA CIP,4329392,4172155,3128301
31,SCA CIP,593514,250389,228033
31,SCA CIP RESOA,0,17718,875
31,SCA CIP RESOA,27000,3583,3583
31,SCA CIP RESOA,396000,396000,1317
31,SCA CIP RESOA,27000,27000,6111
31,SCA CIP,225000,225000,4563
31,SCA CIP,900000,900000,18251
31,SCA CIP,16875000,16875000,0
31,SCA CIP,1050000,1050000,0
31,SCA CIP RESOA,0,12532,12532
31,SCA CIP RESOA,41654,50429,50189
31,SCA CIP RESOA,610929,568109,326920
31,SCA CIP RESOA,41654,58287,55929
31,SCA CIP RESOA,0,9127,1389
31,SCA CIP RESOA,15809,28614,5555
31,SCA CIP RESOA,231860,177896,115901
31,SCA CIP RESOA,15809,18416,13336
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP RESOA,264000,264000,0
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP,44713,64321,61676
31,SCA CIP,169921,135560,80524
31,SCA CIP,2384713,2192687,1243693
31,SCA CIP,324726,86900,85843
31,SCA IEH,IEH,17557,2446
31,DOE - Lead Paint,DOEL,527,527
31,Trust For Public Lan,25000,25000,0
31,Trust For Public Lan,75000,75000,0
31,Trust For Public Lan,250000,250000,0
31,Trust For Public Lan,67500,67500,0
31,SCA CIP,182123,156228,156055
31,SCA CIP,718849,941337,667199
31,SCA CIP,12612708,12803237,7788678
31,SCA CIP,975305,760668,714085
31,SCA CIP,18787,28659,28659
31,SCA CIP,75147,97734,95617
31,SCA CIP,1409003,1409003,3096
31,SCA CIP,87671,87671,7798
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,21000,21000,0
31,SCA CIP RESOA,308000,308000,0
31,SCA CIP RESOA,21000,21000,0
31,DIIT - RESOA,500000,496249,496249
31,DOE- RESOA,359708,359708,351971
31,DOE - Skilled Trades,DOES,100000,0
31,SCA CIP,65041,54410,54410
31,SCA CIP,254184,271598,250612
31,SCA CIP,4229173,4388558,3655783
31,SCA CIP,381276,919148,898852
31,SCA CIP RESOA,PNB,0,0
31,SCA CIP RESOA,PNB,0,0
31,SCA CIP RESOA,PNB,0,0
31,SCA CIP RESOA,PNB,0,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,6000,6000,0
31,SCA CIP RESOA,88000,88000,0
31,SCA CIP RESOA,6000,6000,0
31,DIIT - PBX Telephone,DIIX,214536,214536
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,6240,6240,0
31,SCA CIP RESOA,91520,91520,0
31,SCA CIP RESOA,6240,6240,0
31,DIIT - RESOA,80000,79400,79400
31,DIIT - RESOA,75000,74438,74438
31,DOE- RESOA,75000,35110,35110
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,24000,24000,0
31,SCA CIP RESOA,352000,352000,0
31,SCA CIP RESOA,24000,24000,0
31,DOE - Skilled Trades,DOES,145887,145887
31,SCA CIP,31785,17889,17889
31,SCA CIP RESOA,18000,18000,0
31,SCA CIP,122438,68854,68796
31,SCA CIP,1873923,1739419,1325639
31,SCA CIP,209423,155346,155288
31,SCA CIP RESOA,0,8724,8724
31,SCA CIP RESOA,30169,35026,35026
31,SCA CIP RESOA,442479,319351,5403
31,SCA CIP RESOA,132433,132304,18224
31,SCA IEH,IEH,31632,2824
31,DIIT - RESOA,75000,75000,74429
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,43500,43500,0
31,SCA CIP RESOA,638000,638000,0
31,SCA CIP RESOA,43500,43500,0
31,DIIT - RESOA,50000,50000,49625
31,SCA CIP,43845,61332,61331
31,SCA CIP,175380,203845,197206
31,SCA CIP,3288375,3123094,2866965
31,SCA CIP,204610,103052,96413
31,SCA CIP RESOA,0,9051,1313
31,SCA CIP RESOA,18000,8949,5250
31,SCA CIP RESOA,264000,264000,241
31,SCA CIP RESOA,18000,18000,854
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,15000,15000,0
31,SCA CIP RESOA,220000,220000,0
31,SCA CIP RESOA,15000,15000,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,6000,6000,0
31,SCA CIP RESOA,88000,88000,0
31,SCA CIP RESOA,6000,6000,0
31,SCA CIP RESOA,0,13243,13243
31,SCA CIP RESOA,16224,79319,79223
31,SCA CIP RESOA,237958,95504,51197
31,SCA CIP RESOA,100410,93304,55775
31,DIIT - RESOA,750000,653264,653264
31,DIIT - RESOA,120000,119100,119100
31,DIIT - RESOA,50000,49625,49625
31,DIIT - RESOA,50000,49625,49625
31,DIIT - RESOA,50000,49625,49625
31,DIIT - RESOA,50000,49625,49625
31,DIIT - RESOA,100000,63578,63578
31,DIIT - RESOA,50000,49625,49625
31,DIIT - RESOA,50000,49625,49625
31,DOE- RESOA,175000,77990,77990
31,DOE - Skilled Trades,DOES,198625,55072
31,SCA CIP RESOA,0,5211,5211
31,SCA CIP RESOA,12130,17339,17175
31,SCA CIP RESOA,177905,89263,48729
31,SCA CIP RESOA,90892,94168,55628
31,DCAS/NYPA,97247,97247,97247
31,SCA CIP,170248,128958,124537
31,SCA CIP,680993,545713,499317
31,SCA CIP,12768628,12116491,11189726
31,SCA CIP,794492,635995,628346
31,SCA CIP RESOA,0,223,223
31,SCA CIP RESOA,5184,27407,893
31,SCA CIP RESOA,76036,405246,0
31,SCA CIP RESOA,5184,27630,0
31,DIIT - RESOA,250000,248114,248114
31,DOE- RESOA,109262,109262,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,22500,22500,0
31,SCA CIP RESOA,330000,330000,0
31,SCA CIP RESOA,22500,22500,0
31,SCA IEH,IEH,12173,1673
31,DIIT - RESOA,80000,79400,79400
31,DOE- RESOA,75000,46818,46818
31,DOE - Skilled Trades,DOES,183975,66630
31,SCA CIP,13944,35935,35935
31,SCA CIP,51126,131062,100126
31,SCA CIP,541476,610940,221799
31,SCA CIP,125492,96675,82467
31,SCA CIP RESOA,0,9015,9015
31,SCA CIP RESOA,27000,18030,18030
31,SCA CIP RESOA,396000,220463,118034
31,SCA CIP RESOA,132512,128375,73864
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,15000,15000,0
31,SCA CIP RESOA,220000,220000,0
31,SCA CIP RESOA,15000,15000,0
31,DIIT - RESOA,75000,74438,74438
31,DIIT - RESOA,36980,10994,10994
31,DOE- RESOA,22108,22108,22108
31,SCA CIP,6688,301,301
31,SCA CIP,24523,24523,1201
31,SCA CIP,259719,259719,0
31,SCA CIP,113987,113987,667
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,264000,264000,0
31,SCA CIP RESOA,18000,18000,0
31,SCA IEH,IEH,60233,6086
31,DOE- RESOA,200000,200000,39138
31,SCA CIP,7619,7619,897
31,SCA CIP,27936,27936,3589
31,SCA CIP,295873,295873,0
31,SCA CIP,118190,118190,0
31,SCA IEH,IEH,9664,1964
31,SCA IEH,IEH,19780,2214
31,SCA IEH,IEH,61662,0
31,SCA IEH,IEH,21505,1296
31,SCA CIP RESOA,0,32500,31150
31,SCA CIP RESOA,78000,84235,82785
31,SCA CIP RESOA,1144000,1192575,10761
31,SCA CIP RESOA,78000,81312,11882
31,SCA IEH,IEH,1500,1000
31,SCA IEH,IEH,17082,4920
31,DOE - Skilled Trades,DOES,183750,178750
31,SCA CIP RESOA,0,184,184
31,SCA CIP RESOA,10624,30322,736
31,SCA CIP RESOA,155816,447418,0
31,SCA CIP RESOA,10624,30506,0
31,SCA IEH,IEH,135986,1834
31,DOE - Skilled Trades,DOES,300000,0
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,24900,24900,0
31,SCA CIP RESOA,365200,365200,0
31,SCA CIP RESOA,24900,24900,0
31,SCA CIP RESOA,0,137,137
31,SCA CIP RESOA,30000,29863,546
31,SCA CIP RESOA,440000,440000,0
31,SCA CIP RESOA,30000,30000,0
31,DIIT - RESOA,140500,139445,139445
31,DOE- RESOA,84500,84192,84192
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,4500,4500,0
31,SCA CIP RESOA,66000,66000,0
31,SCA CIP RESOA,4500,4500,0
31,SCA IEH,IEH,58053,850
31,DOE- RESOA,75000,50753,50753
31,DIIT - RESOA,50000,49622,49622
31,SCA CIP RESOA,0,71,71
31,SCA CIP RESOA,18000,17929,283
31,SCA CIP RESOA,264000,264000,0
31,SCA CIP RESOA,18000,18000,0
31,DIIT - RESOA,40000,39699,39699
31,DOE - Skilled Trades,DOES,157151,41060
31,SCA CIP,17940,71822,71822
31,SCA CIP,65780,128543,98096
31,SCA CIP,696670,681135,444727
31,SCA CIP,161460,120938,117799
31,SCA CIP RESOA,0,0,0
31,SCA CIP RESOA,9000,9000,0
31,SCA CIP RESOA,132000,132000,0
31,SCA CIP RESOA,9000,9000,0
31,SCA CIP,8615,5099,5099
31,SCA CIP,31588,20395,20395
31,SCA CIP,334551,334551,69
31,SCA CIP,77535,77535,1641
31,SCA CIP,4310,1046,1046
31,SCA CIP,15804,15804,4182
31,SCA CIP,167384,167384,206
31,SCA CIP,88087,88087,535
31,DIIT - RESOA,50000,49483,49483
31,DIIT - RESOA,50000,49625,49625
31,DOE- RESOA,75000,75000,0
31,DOE - Skilled Trades,DOES,39783,21809
31,DOE - Skilled Trades,DOES,170000,1315
31,SCA CIP RESOA,0,21273,19970
31,SCA CIP RESOA,21721,54585,51401
